Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_o2supp,Oxygène supplémentaire,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute méthode d'oxygénothérapie pouvant être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a reçu un supplément d'oxygène entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_nasalprongs,Canules nasales,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de canules nasales ou de canules nasales qui administrent de l'oxygène par deux petites canules ou canules insérées dans les narines.,Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer un supplément d'oxygène au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_facemask,Masque facial,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un simple masque à oxygène qui est un dispositif placé sur le nez, la bouche ou la trachéotomie d'un patient afin d'administrer de l'oxygène dans les voies respiratoires.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_hfno,Oxygène nasal à haut débit,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une oxygénothérapie nasale à haut débit, qui est une assistance respiratoire non invasive qui administre de l'air réchauffé, humidifié et enrichi en oxygène aux patients à des débits supérieurs à ceux généralement fournis par les appareils à débit standard.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv,Ventilation non invasive,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une ventilation non invasive qui fournit une assistance respiratoire par les voies respiratoires supérieures du patient à l'aide d'un masque ou d'un dispositif similaire, sans qu'il soit nécessaire de procéder à une intubation trachéale. Les exemples incluent la pression positive continue (PPC) et la pression positive continue biphasique (BiPAP). ",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv_type,Type de ventilation non invasive,"1, CPAP | 2, BIPAP | 99, Inconnu | 88, Autre",Il s'agit du type d'assistance respiratoire non invasive ou de ventilation (VNI) utilisé. La pression positive continue (PPC) est une technique qui consiste à maintenir en permanence la pression des voies respiratoires au-dessus de la pression atmosphérique tout au long du cycle respiratoire afin de soutenir l'activité respiratoire spontanée. La pression positive continue biphasique (BPAP) utilise une variation cyclique du niveau de pression positive appliqué aux voies respiratoires afin de soutenir l'activité respiratoire spontanée.,Sélectionnez l'option la plus appropriée correspondant au type de VNI utilisé entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_niv_type_oth,Précisez le type de ventilation non invasive,,Il s'agit du type d'assistance respiratoire non invasive ou de ventilation (VNI) utilisé.,"Si « Autre », précisez le type de ventilation non invasive utilisé."
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_imv,Ventilation invasive,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la ventilation mécanique invasive (VMI), qui indique que le patient a subi une intubation trachéale afin d'assister ou de remplacer mécaniquement la respiration spontanée à l'aide d'un appareil motorisé qui insuffle de l'air oxygéné dans les poumons. L'intubation peut être orotrachéale, nasotrachéale, ou réalisée par cricothyrotomie ou trachéotomie.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_ecmo,ECLS / ECMO,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'oxygénation par membrane extracorporelle (ECMO), également appelée assistance vitale extracorporelle (ECLS), qui consiste à utiliser un système de maintien des fonctions vitales qui fait circuler le sang à travers un système d'oxygénation et qui peut comprendre une pompe, un oxygénateur à membrane et un échangeur de chaleur.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire au patient entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_ecmo_type,Type d'ECLS / ECMO,"1, Veino-veineuse (VV) | 2, Veino-artérielle (VA) | 99, Inconnue","Il s'agit du type d'oxygénation par membrane extracorporelle (ECMO), également appelée assistance vitale extracorporelle (ECLS). L'ECMO/ECLS veino-veineuse (veine-veineuse) est utilisée pour assister les poumons et l'ECLS/ECMO veino-artérielle (veine-artérielle) est utilisée pour assister les poumons et le cœur.",Sélectionnez l'option la plus appropriée correspondant au type d'ECLS / ECMO utilisé entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_prone,Positionnement en décubitus ventral,"1, Oui | 0, Non | 99, Inconnue","Il s'agit de la position couchée sur le ventre, qui consiste à placer le patient en position couchée sur le ventre afin de faciliter la ventilation. Cela inclut à la fois les patients sous ventilation invasive (intubés) et les patients non intubés ou ventilés de manière autonome.","Indiquez « Oui » pour tous les patients qui ont été placés en position ventrale afin de faciliter leur ventilation à tout moment pendant leur admission. Si « Oui », indiquez ci-dessous le type de ventilation utilisé pendant la position ventrale."
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_prone_when,Quand le positionnement en décubitus ventral a-t-il été effectué ?,"1, Pendant la ventilation invasive | 2, Pendant l'autoventilation | 99, Inconnu",Il s'agit du type de ventilation assistée lorsque le patient a été placé en position couchée sur le ventre. Il peut s'agir de patients sous ventilation invasive (intubés) ou de patients non intubés/ventilés de manière autonome. ,Précisez le type de ventilation assistée administrée lorsque le patient a été placé en position couchée.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2yn,Type d'échantillon PaO2,"1, Artérielle | 2, Capillaire | 3, Veineuse | 99, Inconnue | 0, Non effectuée",Il s'agit du type d'échantillon sanguin utilisé pour mesurer la pression partielle d'oxygène dans le sang (PaO2) à l'aide d'une analyse des gaz sanguins.,Sélectionnez le type d'échantillon sanguin utilisé pour mesurer la pression partielle d'oxygène.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2,PaO2 (sélectionnez les unités),,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2_units,PaO2 (certaines unités),"1, mmHg | 2, kPa",,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2_kpa,PaO2 (kPa),,Il s'agit de la PaO2 la plus basse (en kPa) entre 00h00 et 24h00 le jour de l'évaluation.,Enregistrez la PaO2 la plus basse (en kPa) mesurée entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_pao2_mmhg,PaO2 (mmHg),,Il s'agit de la PaO2 la plus basse (en mmHg) entre 00h00 et 24h00 le jour de l'évaluation.,Enregistrez la PaO2 la plus basse (en mmHg) mesurée entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_highfio,FiO2 au moment de la mesure de la PaO2 (sélectionner les unités),,,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_highfio_units,FiO2 au moment de PaO2 (certaines unités),"1, fraction, 0,21-1,0 | 2, %, 21-100",,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_highfio_02110,"FiO2 au moment de la mesure de la PaO2 (fraction, 0,21-1,0)",,"Il s'agit de la fraction mesurée d'oxygène inspiré (FiO2), exprimée sous forme de fraction. Administrée au moment où la PaO2 (pression partielle d'oxygène dans le sang) la plus basse enregistrée ci-dessus a été mesurée.",Indiquez la FiO2 au moment où la PaO2 la plus basse (enregistrée ci-dessus) a été mesurée entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_highfio_pcnt,"FiO2 au moment de la mesure de la PaO2 (%, 21-100)",,"Il s'agit de la fraction mesurée d'oxygène inspiré (FiO2), exprimée en pourcentage, administrée au moment où la PaO2 (pression partielle d'oxygène dans le sang) la plus basse enregistrée ci-dessus a été mesurée.",Indiquez la FiO2 au moment où la PaO2 la plus basse (enregistrée ci-dessus) a été mesurée entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_o2supp_oth,Autre(s) intervention(s) ou procédure(s) d'assistance respiratoire,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute autre intervention ou procédure spécifique d'assistance respiratoire non caractérisée autrement que vous jugez pertinente.,Indiquez « Oui » si d'autres interventions ou procédures d'assistance respiratoire ont été utilisées entre 00h00 et 24h00 le jour de l'évaluation.
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_o2supp_oth_spec,Veuillez préciser les autres interventions ou procédures d'assistance respiratoire,,Il s'agit de toute autre intervention ou procédure spécifique d'assistance respiratoire non caractérisée autrement que vous jugez pertinente.,"Si « Oui », veuillez préciser les interventions ou procédures d'assistance respiratoire non caractérisées qui, selon vous, pourraient être pertinentes."
quotidien,INTERVENTIONS DE SOINS AVANCÉS : Enregistrer toutes les interventions de soins avancés effectuées entre 00h00 et 24h00 le jour de l'évaluation.,critd_critcare,Des interventions thérapeutiques avancées (y compris une assistance organique aiguë et des soins intensifs) ont-elles été administrées à cette date ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute intervention thérapeutique de soins avancés (y compris l'assistance organique aiguë et les soins intensifs) qui a été administrée entre 00h00 et 24h00 le jour de l'évaluation. Cette section n'inclut pas les interventions de soutien respiratoire, qui sont enregistrées séparément.",Indiquez « Oui » si des interventions ou procédures thérapeutiques de soins avancés (y compris une assistance organique aiguë et des soins intensifs) ont été administrées entre 00 h 00 et 24 h 00 le jour de l'évaluation.
quotidien,INTERVENTIONS DE SOINS AVANCÉS : Enregistrer toutes les interventions de soins avancés effectuées entre 00h00 et 24h00 le jour de l'évaluation.,critd_icu,Admission en soins intensifs / unité de soins intensifs / unité de soins continus / unité de soins intermédiaires,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'admission du patient dans une unité de soins intensifs (USI), une unité de soins intensifs/traitement (USI), une unité de soins critiques, une unité de soins intensifs (USI) ou une unité de niveau similaire entre 00h00 et 24h00 le jour de l'évaluation.",Indiquez « Oui » si le patient a été admis en soins intensifs (ou dans une unité de niveau similaire) entre 00 h 00 et 24 h 00 le jour de l'évaluation. 
